ICD Code,Indication,Active ingredient
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,GEMIFLOXACIN MESYLATE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,LOMEFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,LOMEFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,NORFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,NORFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,NORFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,OFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,OFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,OFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,OFLOXACIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DOXYCYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,TETRACYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,TETRACYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,TETRACYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,TETRACYCLINE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,DORIPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,ERTAPENEM SODIUM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,"IMIPENEM , CILASTATIN"
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,"IMIPENEM , CILASTATIN"
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,"IMIPENEM , CILASTATIN"
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,"IMIPENEM, CILASTATIN"
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,"IMIPENEM, CILASTATIN"
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM TRIHYDRATE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,MEROPENEM TRIHYDRATE
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN 
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,VANCOMYCIN 
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,LINEZOLID
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,LINEZOLID
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,LINEZOLID
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,LINEZOLID
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,LINEZOLID
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMOXICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMPICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMPICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMPICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMPICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMPICILLIN
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMPICILLIN SODIUM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,AMPICILLIN SODIUM
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,PHENOXYMETHYLPENICILLIN (PENICILIN V)
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,PHENOXYMETHYLPENICILLIN (PENICILIN V)
"A68, B06, B50, B51, B52, B53, B54, B55, B56, B26, A00, A39, A83.4, A83.0, A98.4, A95, A97, J09, J11, B34.2, B97.2, A36, A37, B57, A20, A92, A80, A27, A15, A17, A18, A19",Travel related infections-Treatment ,PHENOXYMETHYLPENICILLIN (PENICILIN V)
